75,Student_75,Computer Science,student_75@edu.ru
76,Student_76,Data Analytics,student_76@edu.ru
77,Student_77,Information Systems,student_77@edu.ru
78,Student_78,Computer Science,student_78@edu.ru
79,Student_79,Data Analytics,student_79@edu.ru
80,Student_80,Information Systems,student_80@edu.ru
81,Student_81,Computer Science,student_81@edu.ru
82,Student_82,Data Analytics,student_82@edu.ru
83,Student_83,Information Systems,student_83@edu.ru
84,Student_84,Computer Science,student_84@edu.ru
85,Student_85,Data Analytics,student_85@edu.ru
86,Student_86,Information Systems,student_86@edu.ru
87,Student_87,Computer Science,student_87@edu.ru
88,Student_88,Data Analytics,student_88@edu.ru
89,Student_89,Information Systems,student_89@edu.ru
90,Student_90,Computer Science,student_90@edu.ru
91,Student_91,Data Analytics,student_91@edu.ru
92,Student_92,Information Systems,student_92@edu.ru
93,Student_93,Computer Science,student_93@edu.ru
94,Student_94,Data Analytics,student_94@edu.ru
95,Student_95,Information Systems,student_95@edu.ru
96,Student_96,Computer Science,student_96@edu.ru
97,Student_97,Data Analytics,student_97@edu.ru
98,Student_98,Information Systems,student_98@edu.ru
99,Student_99,Computer Science,student_99@edu.ru
100,Student_100,Data Analytics,student_100@edu.ru
101,Student_101,Information Systems,student_101@edu.ru
102,Student_102,Computer Science,student_102@edu.ru
103,Student_103,Data Analytics,student_103@edu.ru
104,Student_104,Information Systems,student_104@edu.ru
105,Student_105,Computer Science,student_105@edu.ru
106,Student_106,Data Analytics,student_106@edu.ru
107,Student_107,Information Systems,student_107@edu.ru
108,Student_108,Computer Science,student_108@edu.ru
109,Student_109,Data Analytics,student_109@edu.ru
110,Student_110,Information Systems,student_110@edu.ru
111,Student_111,Computer Science,student_111@edu.ru
112,Student_112,Data Analytics,student_112@edu.ru
113,Student_113,Information Systems,student_113@edu.ru
114,Student_114,Computer Science,student_114@edu.ru
115,Student_115,Data Analytics,student_115@edu.ru
116,Student_116,Information Systems,student_116@edu.ru
117,Student_117,Computer Science,student_117@edu.ru
118,Student_118,Data Analytics,student_118@edu.ru
119,Student_119,Information Systems,student_119@edu.ru
120,Student_120,Computer Science,student_120@edu.ru
121,Student_121,Data Analytics,student_121@edu.ru
122,Student_122,Information Systems,student_122@edu.ru
123,Student_123,Computer Science,student_123@edu.ru
124,Student_124,Data Analytics,student_124@edu.ru
125,Student_125,Information Systems,student_125@edu.ru
126,Student_126,Computer Science,student_126@edu.ru
127,Student_127,Data Analytics,student_127@edu.ru
128,Student_128,Information Systems,student_128@edu.ru
129,Student_129,Computer Science,student_129@edu.ru
130,Student_130,Data Analytics,student_130@edu.ru
131,Student_131,Information Systems,student_131@edu.ru
132,Student_132,Computer Science,student_132@edu.ru
133,Student_133,Data Analytics,student_133@edu.ru
134,Student_134,Information Systems,student_134@edu.ru
135,Student_135,Computer Science,student_135@edu.ru
136,Student_136,Data Analytics,student_136@edu.ru
137,Student_137,Information Systems,student_137@edu.ru
138,Student_138,Computer Science,student_138@edu.ru
139,Student_139,Data Analytics,student_139@edu.ru
140,Student_140,Information Systems,student_140@edu.ru
141,Student_141,Computer Science,student_141@edu.ru
142,Student_142,Data Analytics,student_142@edu.ru
143,Student_143,Information Systems,student_143@edu.ru
144,Student_144,Computer Science,student_144@edu.ru
145,Student_145,Data Analytics,student_145@edu.ru
146,Student_146,Information Systems,student_146@edu.ru
147,Student_147,Computer Science,student_147@edu.ru
148,Student_148,Data Analytics,student_148@edu.ru
149,Student_149,Information Systems,student_149@edu.ru
150,Student_150,Computer Science,student_150@edu.ru
151,Student_151,Data Analytics,student_151@edu.ru
152,Student_152,Information Systems,student_152@edu.ru
153,Student_153,Computer Science,student_153@edu.ru
154,Student_154,Data Analytics,student_154@edu.ru
155,Student_155,Information Systems,student_155@edu.ru
156,Student_156,Computer Science,student_156@edu.ru
157,Student_157,Data Analytics,student_157@edu.ru
158,Student_158,Information Systems,student_158@edu.ru
159,Student_159,Computer Science,student_159@edu.ru
160,Student_160,Data Analytics,student_160@edu.ru
161,Student_161,Information Systems,student_161@edu.ru
162,Student_162,Computer Science,student_162@edu.ru
163,Student_163,Data Analytics,student_163@edu.ru
164,Student_164,Information Systems,student_164@edu.ru
165,Student_165,Computer Science,student_165@edu.ru
166,Student_166,Data Analytics,student_166@edu.ru
167,Student_167,Information Systems,student_167@edu.ru
168,Student_168,Computer Science,student_168@edu.ru
169,Student_169,Data Analytics,student_169@edu.ru
170,Student_170,Information Systems,student_170@edu.ru
171,Student_171,Computer Science,student_171@edu.ru
172,Student_172,Data Analytics,student_172@edu.ru
173,Student_173,Information Systems,student_173@edu.ru
174,Student_174,Computer Science,student_174@edu.ru
175,Student_175,Data Analytics,student_175@edu.ru
176,Student_176,Information Systems,student_176@edu.ru
177,Student_177,Computer Science,student_177@edu.ru
178,Student_178,Data Analytics,student_178@edu.ru
179,Student_179,Information Systems,student_179@edu.ru
180,Student_180,Computer Science,student_180@edu.ru
181,Student_181,Data Analytics,student_181@edu.ru
182,Student_182,Information Systems,student_182@edu.ru
183,Student_183,Computer Science,student_183@edu.ru
184,Student_184,Data Analytics,student_184@edu.ru
185,Student_185,Information Systems,student_185@edu.ru
186,Student_186,Computer Science,student_186@edu.ru
187,Student_187,Data Analytics,student_187@edu.ru
188,Student_188,Information Systems,student_188@edu.ru
189,Student_189,Computer Science,student_189@edu.ru
190,Student_190,Data Analytics,student_190@edu.ru
191,Student_191,Information Systems,student_191@edu.ru
192,Student_192,Computer Science,student_192@edu.ru
193,Student_193,Data Analytics,student_193@edu.ru
194,Student_194,Information Systems,student_194@edu.ru
195,Student_195,Computer Science,student_195@edu.ru
196,Student_196,Data Analytics,student_196@edu.ru
197,Student_197,Information Systems,student_197@edu.ru
198,Student_198,Computer Science,student_198@edu.ru
199,Student_199,Data Analytics,student_199@edu.ru
200,Student_200,Information Systems,student_200@edu.ru
201,Student_201,Computer Science,student_201@edu.ru
202,Student_202,Data Analytics,student_202@edu.ru
203,Student_203,Information Systems,student_203@edu.ru
204,Student_204,Computer Science,student_204@edu.ru
205,Student_205,Data Analytics,student_205@edu.ru
206,Student_206,Information Systems,student_206@edu.ru
207,Student_207,Computer Science,student_207@edu.ru
208,Student_208,Data Analytics,student_208@edu.ru
209,Student_209,Information Systems,student_209@edu.ru
210,Student_210,Computer Science,student_210@edu.ru
211,Student_211,Data Analytics,student_211@edu.ru
212,Student_212,Information Systems,student_212@edu.ru
213,Student_213,Computer Science,student_213@edu.ru
214,Student_214,Data Analytics,student_214@edu.ru
215,Student_215,Information Systems,student_215@edu.ru
216,Student_216,Computer Science,student_216@edu.ru
217,Student_217,Data Analytics,student_217@edu.ru
218,Student_218,Information Systems,student_218@edu.ru
219,Student_219,Computer Science,student_219@edu.ru
220,Student_220,Data Analytics,student_220@edu.ru
221,Student_221,Information Systems,student_221@edu.ru
222,Student_222,Computer Science,student_222@edu.ru
223,Student_223,Data Analytics,student_223@edu.ru
224,Student_224,Information Systems,student_224@edu.ru
225,Student_225,Computer Science,student_225@edu.ru
226,Student_226,Data Analytics,student_226@edu.ru
227,Student_227,Information Systems,student_227@edu.ru
228,Student_228,Computer Science,student_228@edu.ru
229,Student_229,Data Analytics,student_229@edu.ru
230,Student_230,Information Systems,student_230@edu.ru
231,Student_231,Computer Science,student_231@edu.ru
232,Student_232,Data Analytics,student_232@edu.ru
233,Student_233,Information Systems,student_233@edu.ru
234,Student_234,Computer Science,student_234@edu.ru
235,Student_235,Data Analytics,student_235@edu.ru
236,Student_236,Information Systems,student_236@edu.ru
237,Student_237,Computer Science,student_237@edu.ru
238,Student_238,Data Analytics,student_238@edu.ru
239,Student_239,Information Systems,student_239@edu.ru
240,Student_240,Computer Science,student_240@edu.ru
241,Student_241,Data Analytics,student_241@edu.ru
242,Student_242,Information Systems,student_242@edu.ru
243,Student_243,Computer Science,student_243@edu.ru
244,Student_244,Data Analytics,student_244@edu.ru
245,Student_245,Information Systems,student_245@edu.ru
246,Student_246,Computer Science,student_246@edu.ru
247,Student_247,Data Analytics,student_247@edu.ru
248,Student_248,Information Systems,student_248@edu.ru
249,Student_249,Computer Science,student_249@edu.ru
250,Student_250,Data Analytics,student_250@edu.ru
251,Student_251,Information Systems,student_251@edu.ru
252,Student_252,Computer Science,student_252@edu.ru
253,Student_253,Data Analytics,student_253@edu.ru
254,Student_254,Information Systems,student_254@edu.ru
255,Student_255,Computer Science,student_255@edu.ru
256,Student_256,Data Analytics,student_256@edu.ru
257,Student_257,Information Systems,student_257@edu.ru
258,Student_258,Computer Science,student_258@edu.ru
259,Student_259,Data Analytics,student_259@edu.ru
260,Student_260,Information Systems,student_260@edu.ru
261,Student_261,Computer Science,student_261@edu.ru
262,Student_262,Data Analytics,student_262@edu.ru
263,Student_263,Information Systems,student_263@edu.ru
264,Student_264,Computer Science,student_264@edu.ru
265,Student_265,Data Analytics,student_265@edu.ru
266,Student_266,Information Systems,student_266@edu.ru
267,Student_267,Computer Science,student_267@edu.ru
268,Student_268,Data Analytics,student_268@edu.ru
269,Student_269,Information Systems,student_269@edu.ru
270,Student_270,Computer Science,student_270@edu.ru
271,Student_271,Data Analytics,student_271@edu.ru
272,Student_272,Information Systems,student_272@edu.ru
273,Student_273,Computer Science,student_273@edu.ru
274,Student_274,Data Analytics,student_274@edu.ru
275,Student_275,Information Systems,student_275@edu.ru
276,Student_276,Computer Science,student_276@edu.ru
277,Student_277,Data Analytics,student_277@edu.ru
278,Student_278,Information Systems,student_278@edu.ru
279,Student_279,Computer Science,student_279@edu.ru
280,Student_280,Data Analytics,student_280@edu.ru
281,Student_281,Information Systems,student_281@edu.ru
282,Student_282,Computer Science,student_282@edu.ru
283,Student_283,Data Analytics,student_283@edu.ru
284,Student_284,Information Systems,student_284@edu.ru
285,Student_285,Computer Science,student_285@edu.ru
286,Student_286,Data Analytics,student_286@edu.ru
287,Student_287,Information Systems,student_287@edu.ru
288,Student_288,Computer Science,student_288@edu.ru
289,Student_289,Data Analytics,student_289@edu.ru
290,Student_290,Information Systems,student_290@edu.ru
291,Student_291,Computer Science,student_291@edu.ru
292,Student_292,Data Analytics,student_292@edu.ru
293,Student_293,Information Systems,student_293@edu.ru
294,Student_294,Computer Science,student_294@edu.ru
295,Student_295,Data Analytics,student_295@edu.ru
296,Student_296,Information Systems,student_296@edu.ru
297,Student_297,Computer Science,student_297@edu.ru
298,Student_298,Data Analytics,student_298@edu.ru
299,Student_299,Information Systems,student_299@edu.ru
300,Student_300,Computer Science,student_300@edu.ru
301,Student_301,Data Analytics,student_301@edu.ru
302,Student_302,Information Systems,student_302@edu.ru
303,Student_303,Computer Science,student_303@edu.ru
304,Student_304,Data Analytics,student_304@edu.ru
305,Student_305,Information Systems,student_305@edu.ru
306,Student_306,Computer Science,student_306@edu.ru
307,Student_307,Data Analytics,student_307@edu.ru
308,Student_308,Information Systems,student_308@edu.ru
309,Student_309,Computer Science,student_309@edu.ru
310,Student_310,Data Analytics,student_310@edu.ru
311,Student_311,Information Systems,student_311@edu.ru
312,Student_312,Computer Science,student_312@edu.ru
313,Student_313,Data Analytics,student_313@edu.ru
314,Student_314,Information Systems,student_314@edu.ru
315,Student_315,Computer Science,student_315@edu.ru
316,Student_316,Data Analytics,student_316@edu.ru
317,Student_317,Information Systems,student_317@edu.ru
318,Student_318,Computer Science,student_318@edu.ru
319,Student_319,Data Analytics,student_319@edu.ru
320,Student_320,Information Systems,student_320@edu.ru
321,Student_321,Computer Science,student_321@edu.ru
322,Student_322,Data Analytics,student_322@edu.ru
323,Student_323,Information Systems,student_323@edu.ru
324,Student_324,Computer Science,student_324@edu.ru
325,Student_325,Data Analytics,student_325@edu.ru
326,Student_326,Information Systems,student_326@edu.ru
327,Student_327,Computer Science,student_327@edu.ru
328,Student_328,Data Analytics,student_328@edu.ru
329,Student_329,Information Systems,student_329@edu.ru
330,Student_330,Computer Science,student_330@edu.ru
331,Student_331,Data Analytics,student_331@edu.ru
332,Student_332,Information Systems,student_332@edu.ru
333,Student_333,Computer Science,student_333@edu.ru
334,Student_334,Data Analytics,student_334@edu.ru
335,Student_335,Information Systems,student_335@edu.ru
336,Student_336,Computer Science,student_336@edu.ru
337,Student_337,Data Analytics,student_337@edu.ru
338,Student_338,Information Systems,student_338@edu.ru
339,Student_339,Computer Science,student_339@edu.ru
340,Student_340,Data Analytics,student_340@edu.ru
341,Student_341,Information Systems,student_341@edu.ru
342,Student_342,Computer Science,student_342@edu.ru
343,Student_343,Data Analytics,student_343@edu.ru
344,Student_344,Information Systems,student_344@edu.ru
345,Student_345,Computer Science,student_345@edu.ru
346,Student_346,Data Analytics,student_346@edu.ru
347,Student_347,Information Systems,student_347@edu.ru
348,Student_348,Computer Science,student_348@edu.ru
349,Student_349,Data Analytics,student_349@edu.ru
350,Student_350,Information Systems,student_350@edu.ru
351,Student_351,Computer Science,student_351@edu.ru
352,Student_352,Data Analytics,student_352@edu.ru
353,Student_353,Information Systems,student_353@edu.ru
354,Student_354,Computer Science,student_354@edu.ru
355,Student_355,Data Analytics,student_355@edu.ru
356,Student_356,Information Systems,student_356@edu.ru
357,Student_357,Computer Science,student_357@edu.ru
358,Student_358,Data Analytics,student_358@edu.ru
359,Student_359,Information Systems,student_359@edu.ru
360,Student_360,Computer Science,student_360@edu.ru
361,Student_361,Data Analytics,student_361@edu.ru
362,Student_362,Information Systems,student_362@edu.ru
363,Student_363,Computer Science,student_363@edu.ru
364,Student_364,Data Analytics,student_364@edu.ru
365,Student_365,Information Systems,student_365@edu.ru
366,Student_366,Computer Science,student_366@edu.ru
367,Student_367,Data Analytics,student_367@edu.ru
368,Student_368,Information Systems,student_368@edu.ru
369,Student_369,Computer Science,student_369@edu.ru
370,Student_370,Data Analytics,student_370@edu.ru
371,Student_371,Information Systems,student_371@edu.ru
372,Student_372,Computer Science,student_372@edu.ru
373,Student_373,Data Analytics,student_373@edu.ru
374,Student_374,Information Systems,student_374@edu.ru
375,Student_375,Computer Science,student_375@edu.ru
376,Student_376,Data Analytics,student_376@edu.ru
377,Student_377,Information Systems,student_377@edu.ru
378,Student_378,Computer Science,student_378@edu.ru
379,Student_379,Data Analytics,student_379@edu.ru
380,Student_380,Information Systems,student_380@edu.ru
381,Student_381,Computer Science,student_381@edu.ru
382,Student_382,Data Analytics,student_382@edu.ru
383,Student_383,Information Systems,student_383@edu.ru
384,Student_384,Computer Science,student_384@edu.ru
385,Student_385,Data Analytics,student_385@edu.ru
386,Student_386,Information Systems,student_386@edu.ru
387,Student_387,Computer Science,student_387@edu.ru
388,Student_388,Data Analytics,student_388@edu.ru
389,Student_389,Information Systems,student_389@edu.ru
390,Student_390,Computer Science,student_390@edu.ru
391,Student_391,Data Analytics,student_391@edu.ru
392,Student_392,Information Systems,student_392@edu.ru
393,Student_393,Computer Science,student_393@edu.ru
394,Student_394,Data Analytics,student_394@edu.ru
395,Student_395,Information Systems,student_395@edu.ru
396,Student_396,Computer Science,student_396@edu.ru
397,Student_397,Data Analytics,student_397@edu.ru
398,Student_398,Information Systems,student_398@edu.ru
399,Student_399,Computer Science,student_399@edu.ru
400,Student_400,Data Analytics,student_400@edu.ru
401,Student_401,Information Systems,student_401@edu.ru
402,Student_402,Computer Science,student_402@edu.ru
403,Student_403,Data Analytics,student_403@edu.ru
404,Student_404,Information Systems,student_404@edu.ru
405,Student_405,Computer Science,student_405@edu.ru
406,Student_406,Data Analytics,student_406@edu.ru
407,Student_407,Information Systems,student_407@edu.ru
408,Student_408,Computer Science,student_408@edu.ru
409,Student_409,Data Analytics,student_409@edu.ru
410,Student_410,Information Systems,student_410@edu.ru
411,Student_411,Computer Science,student_411@edu.ru
412,Student_412,Data Analytics,student_412@edu.ru
413,Student_413,Information Systems,student_413@edu.ru
414,Student_414,Computer Science,student_414@edu.ru
415,Student_415,Data Analytics,student_415@edu.ru
416,Student_416,Information Systems,student_416@edu.ru
417,Student_417,Computer Science,student_417@edu.ru
418,Student_418,Data Analytics,student_418@edu.ru
419,Student_419,Information Systems,student_419@edu.ru
420,Student_420,Computer Science,student_420@edu.ru
421,Student_421,Data Analytics,student_421@edu.ru
422,Student_422,Information Systems,student_422@edu.ru
423,Student_423,Computer Science,student_423@edu.ru
424,Student_424,Data Analytics,student_424@edu.ru
425,Student_425,Information Systems,student_425@edu.ru
426,Student_426,Computer Science,student_426@edu.ru
427,Student_427,Data Analytics,student_427@edu.ru
428,Student_428,Information Systems,student_428@edu.ru
429,Student_429,Computer Science,student_429@edu.ru
430,Student_430,Data Analytics,student_430@edu.ru
431,Student_431,Information Systems,student_431@edu.ru
432,Student_432,Computer Science,student_432@edu.ru
433,Student_433,Data Analytics,student_433@edu.ru
434,Student_434,Information Systems,student_434@edu.ru
435,Student_435,Computer Science,student_435@edu.ru
436,Student_436,Data Analytics,student_436@edu.ru
437,Student_437,Information Systems,student_437@edu.ru
438,Student_438,Computer Science,student_438@edu.ru
439,Student_439,Data Analytics,student_439@edu.ru
440,Student_440,Information Systems,student_440@edu.ru
441,Student_441,Computer Science,student_441@edu.ru
442,Student_442,Data Analytics,student_442@edu.ru
443,Student_443,Information Systems,student_443@edu.ru
444,Student_444,Computer Science,student_444@edu.ru
445,Student_445,Data Analytics,student_445@edu.ru
446,Student_446,Information Systems,student_446@edu.ru
447,Student_447,Computer Science,student_447@edu.ru
448,Student_448,Data Analytics,student_448@edu.ru
449,Student_449,Information Systems,student_449@edu.ru
450,Student_450,Computer Science,student_450@edu.ru
451,Student_451,Data Analytics,student_451@edu.ru
452,Student_452,Information Systems,student_452@edu.ru
453,Student_453,Computer Science,student_453@edu.ru
454,Student_454,Data Analytics,student_454@edu.ru
455,Student_455,Information Systems,student_455@edu.ru
456,Student_456,Computer Science,student_456@edu.ru
457,Student_457,Data Analytics,student_457@edu.ru
458,Student_458,Information Systems,student_458@edu.ru
459,Student_459,Computer Science,student_459@edu.ru
460,Student_460,Data Analytics,student_460@edu.ru
461,Student_461,Information Systems,student_461@edu.ru
462,Student_462,Computer Science,student_462@edu.ru
463,Student_463,Data Analytics,student_463@edu.ru
464,Student_464,Information Systems,student_464@edu.ru
465,Student_465,Computer Science,student_465@edu.ru
466,Student_466,Data Analytics,student_466@edu.ru
467,Student_467,Information Systems,student_467@edu.ru
468,Student_468,Computer Science,student_468@edu.ru
469,Student_469,Data Analytics,student_469@edu.ru
470,Student_470,Information Systems,student_470@edu.ru
471,Student_471,Computer Science,student_471@edu.ru
472,Student_472,Data Analytics,student_472@edu.ru
473,Student_473,Information Systems,student_473@edu.ru
474,Student_474,Computer Science,student_474@edu.ru
475,Student_475,Data Analytics,student_475@edu.ru
476,Student_476,Information Systems,student_476@edu.ru
477,Student_477,Computer Science,student_477@edu.ru
478,Student_478,Data Analytics,student_478@edu.ru
479,Student_479,Information Systems,student_479@edu.ru
480,Student_480,Computer Science,student_480@edu.ru
481,Student_481,Data Analytics,student_481@edu.ru
482,Student_482,Information Systems,student_482@edu.ru
483,Student_483,Computer Science,student_483@edu.ru
484,Student_484,Data Analytics,student_484@edu.ru
485,Student_485,Information Systems,student_485@edu.ru
486,Student_486,Computer Science,student_486@edu.ru
487,Student_487,Data Analytics,student_487@edu.ru
488,Student_488,Information Systems,student_488@edu.ru
489,Student_489,Computer Science,student_489@edu.ru
490,Student_490,Data Analytics,student_490@edu.ru
491,Student_491,Information Systems,student_491@edu.ru
492,Student_492,Computer Science,student_492@edu.ru
493,Student_493,Data Analytics,student_493@edu.ru
494,Student_494,Information Systems,student_494@edu.ru
495,Student_495,Computer Science,student_495@edu.ru
496,Student_496,Data Analytics,student_496@edu.ru
497,Student_497,Information Systems,student_497@edu.ru
498,Student_498,Computer Science,student_498@edu.ru
499,Student_499,Data Analytics,student_499@edu.ru
500,Student_500,Information Systems,student_500@edu.ru
501,Student_501,Computer Science,student_501@edu.ru
502,Student_502,Data Analytics,student_502@edu.ru
503,Student_503,Information Systems,student_503@edu.ru
504,Student_504,Computer Science,student_504@edu.ru
505,Student_505,Data Analytics,student_505@edu.ru
506,Student_506,Information Systems,student_506@edu.ru
507,Student_507,Computer Science,student_507@edu.ru
508,Student_508,Data Analytics,student_508@edu.ru
509,Student_509,Information Systems,student_509@edu.ru
510,Student_510,Computer Science,student_510@edu.ru
511,Student_511,Data Analytics,student_511@edu.ru
512,Student_512,Information Systems,student_512@edu.ru
513,Student_513,Computer Science,student_513@edu.ru
514,Student_514,Data Analytics,student_514@edu.ru
515,Student_515,Information Systems,student_515@edu.ru
516,Student_516,Computer Science,student_516@edu.ru
517,Student_517,Data Analytics,student_517@edu.ru
518,Student_518,Information Systems,student_518@edu.ru
519,Student_519,Computer Science,student_519@edu.ru
520,Student_520,Data Analytics,student_520@edu.ru
521,Student_521,Information Systems,student_521@edu.ru
522,Student_522,Computer Science,student_522@edu.ru
523,Student_523,Data Analytics,student_523@edu.ru
524,Student_524,Information Systems,student_524@edu.ru
525,Student_525,Computer Science,student_525@edu.ru
526,Student_526,Data Analytics,student_526@edu.ru
527,Student_527,Information Systems,student_527@edu.ru
528,Student_528,Computer Science,student_528@edu.ru
529,Student_529,Data Analytics,student_529@edu.ru
530,Student_530,Information Systems,student_530@edu.ru
531,Student_531,Computer Science,student_531@edu.ru
532,Student_532,Data Analytics,student_532@edu.ru
533,Student_533,Information Systems,student_533@edu.ru
534,Student_534,Computer Science,student_534@edu.ru
535,Student_535,Data Analytics,student_535@edu.ru
536,Student_536,Information Systems,student_536@edu.ru
537,Student_537,Computer Science,student_537@edu.ru
538,Student_538,Data Analytics,student_538@edu.ru
539,Student_539,Information Systems,student_539@edu.ru
540,Student_540,Computer Science,student_540@edu.ru
541,Student_541,Data Analytics,student_541@edu.ru
542,Student_542,Information Systems,student_542@edu.ru
543,Student_543,Computer Science,student_543@edu.ru
544,Student_544,Data Analytics,student_544@edu.ru
545,Student_545,Information Systems,student_545@edu.ru
546,Student_546,Computer Science,student_546@edu.ru
547,Student_547,Data Analytics,student_547@edu.ru
548,Student_548,Information Systems,student_548@edu.ru
549,Student_549,Computer Science,student_549@edu.ru
550,Student_550,Data Analytics,student_550@edu.ru
551,Student_551,Information Systems,student_551@edu.ru
552,Student_552,Computer Science,student_552@edu.ru
553,Student_553,Data Analytics,student_553@edu.ru
554,Student_554,Information Systems,student_554@edu.ru
555,Student_555,Computer Science,student_555@edu.ru
556,Student_556,Data Analytics,student_556@edu.ru
557,Student_557,Information Systems,student_557@edu.ru
558,Student_558,Computer Science,student_558@edu.ru
559,Student_559,Data Analytics,student_559@edu.ru
560,Student_560,Information Systems,student_560@edu.ru
561,Student_561,Computer Science,student_561@edu.ru
562,Student_562,Data Analytics,student_562@edu.ru
563,Student_563,Information Systems,student_563@edu.ru
564,Student_564,Computer Science,student_564@edu.ru
565,Student_565,Data Analytics,student_565@edu.ru
566,Student_566,Information Systems,student_566@edu.ru
567,Student_567,Computer Science,student_567@edu.ru
568,Student_568,Data Analytics,student_568@edu.ru
569,Student_569,Information Systems,student_569@edu.ru
570,Student_570,Computer Science,student_570@edu.ru
571,Student_571,Data Analytics,student_571@edu.ru
572,Student_572,Information Systems,student_572@edu.ru
573,Student_573,Computer Science,student_573@edu.ru
574,Student_574,Data Analytics,student_574@edu.ru
575,Student_575,Information Systems,student_575@edu.ru
576,Student_576,Computer Science,student_576@edu.ru
577,Student_577,Data Analytics,student_577@edu.ru
578,Student_578,Information Systems,student_578@edu.ru
579,Student_579,Computer Science,student_579@edu.ru
580,Student_580,Data Analytics,student_580@edu.ru
581,Student_581,Information Systems,student_581@edu.ru
582,Student_582,Computer Science,student_582@edu.ru
583,Student_583,Data Analytics,student_583@edu.ru
584,Student_584,Information Systems,student_584@edu.ru
585,Student_585,Computer Science,student_585@edu.ru
586,Student_586,Data Analytics,student_586@edu.ru
587,Student_587,Information Systems,student_587@edu.ru
588,Student_588,Computer Science,student_588@edu.ru
589,Student_589,Data Analytics,student_589@edu.ru
590,Student_590,Information Systems,student_590@edu.ru
591,Student_591,Computer Science,student_591@edu.ru
592,Student_592,Data Analytics,student_592@edu.ru
593,Student_593,Information Systems,student_593@edu.ru
594,Student_594,Computer Science,student_594@edu.ru
595,Student_595,Data Analytics,student_595@edu.ru
596,Student_596,Information Systems,student_596@edu.ru
597,Student_597,Computer Science,student_597@edu.ru
598,Student_598,Data Analytics,student_598@edu.ru
599,Student_599,Information Systems,student_599@edu.ru
600,Student_600,Computer Science,student_600@edu.ru
